prompt,true answer,subject,relation,relation id,object,template,cue entity start idx,cue entity end idx,true object first token id
"Drudkh, from",Ukraine,Drudkh,country of origin,P495,Ukraine,"[X], from [Y].",0,2,44814
"Drudkh, that was developed in",Ukraine,Drudkh,country of origin,P495,Ukraine,"[X], that was developed in [Y].",0,2,44814
Drudkh was developed in,Ukraine,Drudkh,country of origin,P495,Ukraine,[X] was developed in [Y].,0,2,44814
"Drudkh, developed in",Ukraine,Drudkh,country of origin,P495,Ukraine,"[X], developed in [Y].",0,2,44814
Namkeen was from,India,Namkeen,country of origin,P495,India,[X] was from [Y].,0,3,21569
Cybergirl was from,Australia,Cybergirl,country of origin,P495,Australia,[X] was from [Y].,0,2,27429
"Cybergirl, who was from",Australia,Cybergirl,country of origin,P495,Australia,"[X], who was from [Y].",0,2,27429
"Cybergirl, from",Australia,Cybergirl,country of origin,P495,Australia,"[X], from [Y].",0,2,27429
Ansonica was created in,Italy,Ansonica,country of origin,P495,Italy,[X] was created in [Y].,0,2,45001
"Ansonica, that was created in",Italy,Ansonica,country of origin,P495,Italy,"[X], that was created in [Y].",0,2,45001
"Ansonica, created in",Italy,Ansonica,country of origin,P495,Italy,"[X], created in [Y].",0,2,45001
"Ansonica, that originated in",Italy,Ansonica,country of origin,P495,Italy,"[X], that originated in [Y].",0,2,45001
Ansonica originated in,Italy,Ansonica,country of origin,P495,Italy,[X] originated in [Y].,0,2,45001
"Ansonica, that was developed in",Italy,Ansonica,country of origin,P495,Italy,"[X], that was developed in [Y].",0,2,45001
"Ansonica, developed in",Italy,Ansonica,country of origin,P495,Italy,"[X], developed in [Y].",0,2,45001
Kodachi formed in,Japan,Kodachi,country of origin,P495,Japan,[X] formed in [Y].,0,2,16504
Kodachi was formed in,Japan,Kodachi,country of origin,P495,Japan,[X] was formed in [Y].,0,2,16504
"Zard, that originated in",Japan,Zard,country of origin,P495,Japan,"[X], that originated in [Y].",0,1,16504
Zard originated in,Japan,Zard,country of origin,P495,Japan,[X] originated in [Y].,0,1,16504
Zard was formulated in,Japan,Zard,country of origin,P495,Japan,[X] was formulated in [Y].,0,1,16504
Zard was developed in,Japan,Zard,country of origin,P495,Japan,[X] was developed in [Y].,0,1,16504
"Zard, developed in",Japan,Zard,country of origin,P495,Japan,"[X], developed in [Y].",0,1,16504
Zeroman was developed in,Canada,Zeroman,country of origin,P495,Canada,[X] was developed in [Y].,0,2,17940
"Zeroman, developed in",Canada,Zeroman,country of origin,P495,Canada,"[X], developed in [Y].",0,2,17940
Crac was formulated in,Canada,Crac,country of origin,P495,Canada,[X] was formulated in [Y].,0,1,17940
Crac was developed in,Canada,Crac,country of origin,P495,Canada,[X] was developed in [Y].,0,1,17940
"Crac, developed in",Canada,Crac,country of origin,P495,Canada,"[X], developed in [Y].",0,1,17940
"Limca, that originated in",India,Limca,country of origin,P495,India,"[X], that originated in [Y].",0,1,21569
Kathimerini was created in,Greece,Kathimerini,country of origin,P495,Greece,[X] was created in [Y].,0,3,38
"Kathimerini, created in",Greece,Kathimerini,country of origin,P495,Greece,"[X], created in [Y].",0,3,38
Kathimerini originated in,Greece,Kathimerini,country of origin,P495,Greece,[X] originated in [Y].,0,3,38
Kathimerini formed in,Greece,Kathimerini,country of origin,P495,Greece,[X] formed in [Y].,0,3,38
Kathimerini was formulated in,Greece,Kathimerini,country of origin,P495,Greece,[X] was formulated in [Y].,0,3,38
"Kathimerini, formulated in",Greece,Kathimerini,country of origin,P495,Greece,"[X], formulated in [Y].",0,3,38
Kathimerini was from,Greece,Kathimerini,country of origin,P495,Greece,[X] was from [Y].,0,3,38
"Kathimerini, from",Greece,Kathimerini,country of origin,P495,Greece,"[X], from [Y].",0,3,38
Cabiria was created in,Italy,Cabiria,country of origin,P495,Italy,[X] was created in [Y].,0,3,45001
"Cabiria, that was created in",Italy,Cabiria,country of origin,P495,Italy,"[X], that was created in [Y].",0,3,45001
"Cabiria, created in",Italy,Cabiria,country of origin,P495,Italy,"[X], created in [Y].",0,3,45001
"Cabiria, that originated in",Italy,Cabiria,country of origin,P495,Italy,"[X], that originated in [Y].",0,3,45001
Cabiria originated in,Italy,Cabiria,country of origin,P495,Italy,[X] originated in [Y].,0,3,45001
Cabiria formed in,Italy,Cabiria,country of origin,P495,Italy,[X] formed in [Y].,0,3,45001
"Cabiria, that was formed in",Italy,Cabiria,country of origin,P495,Italy,"[X], that was formed in [Y].",0,3,45001
Cabiria was from,Italy,Cabiria,country of origin,P495,Italy,[X] was from [Y].,0,3,45001
"Cabiria, who was from",Italy,Cabiria,country of origin,P495,Italy,"[X], who was from [Y].",0,3,45001
"Cabiria, from",Italy,Cabiria,country of origin,P495,Italy,"[X], from [Y].",0,3,45001
"Nagarik, created in",India,Nagarik,country of origin,P495,India,"[X], created in [Y].",0,2,21569
"Silverchair, that was created in",Australia,Silverchair,country of origin,P495,Australia,"[X], that was created in [Y].",0,1,27429
Silverchair was formulated in,Australia,Silverchair,country of origin,P495,Australia,[X] was formulated in [Y].,0,1,27429
Silverchair was developed in,Australia,Silverchair,country of origin,P495,Australia,[X] was developed in [Y].,0,1,27429
"cepelinai, from",Lithuania,cepelinai,country of origin,P495,Lithuania,"[X], from [Y].",0,3,43
"Dharmatma, formulated in",India,Dharmatma,country of origin,P495,India,"[X], formulated in [Y].",0,3,21569
focaccia was formed in,Italy,focaccia,country of origin,P495,Italy,[X] was formed in [Y].,0,3,45001
"focaccia, who was from",Italy,focaccia,country of origin,P495,Italy,"[X], who was from [Y].",0,3,45001
Nosferatu was from,Germany,Nosferatu,country of origin,P495,Germany,[X] was from [Y].,0,3,27079
"Nosferatu, who was from",Germany,Nosferatu,country of origin,P495,Germany,"[X], who was from [Y].",0,3,27079
"Rudaali, that was formed in",India,Rudaali,country of origin,P495,India,"[X], that was formed in [Y].",0,2,21569
"Vejrhanen, that was created in",Denmark,Vejrhanen,country of origin,P495,Denmark,"[X], that was created in [Y].",0,4,21306
"Vejrhanen, created in",Denmark,Vejrhanen,country of origin,P495,Denmark,"[X], created in [Y].",0,4,21306
"Vejrhanen, that was formed in",Denmark,Vejrhanen,country of origin,P495,Denmark,"[X], that was formed in [Y].",0,4,21306
"Vejrhanen, that was formulated in",Denmark,Vejrhanen,country of origin,P495,Denmark,"[X], that was formulated in [Y].",0,4,21306
Camembert was formed in,France,Camembert,country of origin,P495,France,[X] was formed in [Y].,0,2,28572
"Camembert, who was from",France,Camembert,country of origin,P495,France,"[X], who was from [Y].",0,2,28572
"Liwayway, that was created in",Philippines,Liwayway,country of origin,P495,Philippines,"[X], that was created in [Y].",0,1,49680
Liwayway was from,Philippines,Liwayway,country of origin,P495,Philippines,[X] was from [Y].,0,1,49680
Taxidermia was created in,Hungary,Taxidermia,country of origin,P495,Hungary,[X] was created in [Y].,0,2,39505
Taxidermia originated in,Hungary,Taxidermia,country of origin,P495,Hungary,[X] originated in [Y].,0,2,39505
Taxidermia was formed in,Hungary,Taxidermia,country of origin,P495,Hungary,[X] was formed in [Y].,0,2,39505
Taxidermia was from,Hungary,Taxidermia,country of origin,P495,Hungary,[X] was from [Y].,0,2,39505
"Taxidermia, who was from",Hungary,Taxidermia,country of origin,P495,Hungary,"[X], who was from [Y].",0,2,39505
"Taxidermia, that was developed in",Hungary,Taxidermia,country of origin,P495,Hungary,"[X], that was developed in [Y].",0,2,39505
"Taxidermia, developed in",Hungary,Taxidermia,country of origin,P495,Hungary,"[X], developed in [Y].",0,2,39505
Dagsavisen was created in,Norway,Dagsavisen,country of origin,P495,Norway,[X] was created in [Y].,0,3,21991
"Dagsavisen, created in",Norway,Dagsavisen,country of origin,P495,Norway,"[X], created in [Y].",0,3,21991
Dagsavisen originated in,Norway,Dagsavisen,country of origin,P495,Norway,[X] originated in [Y].,0,3,21991
Dagsavisen was formed in,Norway,Dagsavisen,country of origin,P495,Norway,[X] was formed in [Y].,0,3,21991
Dagsavisen was formulated in,Norway,Dagsavisen,country of origin,P495,Norway,[X] was formulated in [Y].,0,3,21991
"Dagsavisen, that was formulated in",Norway,Dagsavisen,country of origin,P495,Norway,"[X], that was formulated in [Y].",0,3,21991
"Dagsavisen, that was developed in",Norway,Dagsavisen,country of origin,P495,Norway,"[X], that was developed in [Y].",0,3,21991
"Sangamam, from",India,Sangamam,country of origin,P495,India,"[X], from [Y].",0,2,21569
"Sisindri, from",India,Sisindri,country of origin,P495,India,"[X], from [Y].",0,3,21569
Sepet originated in,Malaysia,Sepet,country of origin,P495,Malaysia,[X] originated in [Y].,0,1,15029
Sepet was from,Malaysia,Sepet,country of origin,P495,Malaysia,[X] was from [Y].,0,1,15029
"Sepet, who was from",Malaysia,Sepet,country of origin,P495,Malaysia,"[X], who was from [Y].",0,1,15029
"Sepet, from",Malaysia,Sepet,country of origin,P495,Malaysia,"[X], from [Y].",0,1,15029
Caciocavallo was created in,Italy,Caciocavallo,country of origin,P495,Italy,[X] was created in [Y].,0,4,45001
"Caciocavallo, that was formed in",Italy,Caciocavallo,country of origin,P495,Italy,"[X], that was formed in [Y].",0,4,45001
pesto was formed in,Italy,pesto,country of origin,P495,Italy,[X] was formed in [Y].,0,2,45001
"Jagriti, that was formed in",India,Jagriti,country of origin,P495,India,"[X], that was formed in [Y].",0,3,21569
Kraftwerk formed in,Germany,Kraftwerk,country of origin,P495,Germany,[X] formed in [Y].,0,3,27079
Housos was created in,Australia,Housos,country of origin,P495,Australia,[X] was created in [Y].,0,2,27429
"Housos, that was created in",Australia,Housos,country of origin,P495,Australia,"[X], that was created in [Y].",0,2,27429
Housos originated in,Australia,Housos,country of origin,P495,Australia,[X] originated in [Y].,0,2,27429
Housos formed in,Australia,Housos,country of origin,P495,Australia,[X] formed in [Y].,0,2,27429
Housos was formulated in,Australia,Housos,country of origin,P495,Australia,[X] was formulated in [Y].,0,2,27429
"Housos, from",Australia,Housos,country of origin,P495,Australia,"[X], from [Y].",0,2,27429
Saikano was formed in,Japan,Saikano,country of origin,P495,Japan,[X] was formed in [Y].,0,2,16504
"Saikano, that was formed in",Japan,Saikano,country of origin,P495,Japan,"[X], that was formed in [Y].",0,2,16504
"Sreeram, that was formed in",India,Sreeram,country of origin,P495,India,"[X], that was formed in [Y].",0,3,21569
Ildjarn was created in,Norway,Ildjarn,country of origin,P495,Norway,[X] was created in [Y].,0,3,21991
Ildjarn formed in,Norway,Ildjarn,country of origin,P495,Norway,[X] formed in [Y].,0,3,21991
Ildjarn was formed in,Norway,Ildjarn,country of origin,P495,Norway,[X] was formed in [Y].,0,3,21991
Ildjarn was formulated in,Norway,Ildjarn,country of origin,P495,Norway,[X] was formulated in [Y].,0,3,21991
"Ildjarn, formulated in",Norway,Ildjarn,country of origin,P495,Norway,"[X], formulated in [Y].",0,3,21991
"Ildjarn, that was formulated in",Norway,Ildjarn,country of origin,P495,Norway,"[X], that was formulated in [Y].",0,3,21991
Ildjarn was from,Norway,Ildjarn,country of origin,P495,Norway,[X] was from [Y].,0,3,21991
"Ildjarn, who was from",Norway,Ildjarn,country of origin,P495,Norway,"[X], who was from [Y].",0,3,21991
"Ildjarn, that was developed in",Norway,Ildjarn,country of origin,P495,Norway,"[X], that was developed in [Y].",0,3,21991
Ildjarn was developed in,Norway,Ildjarn,country of origin,P495,Norway,[X] was developed in [Y].,0,3,21991
"Ildjarn, developed in",Norway,Ildjarn,country of origin,P495,Norway,"[X], developed in [Y].",0,3,21991
Hallaca was from,Venezuela,Hallaca,country of origin,P495,Venezuela,[X] was from [Y].,0,1,53
"Hallaca, who was from",Venezuela,Hallaca,country of origin,P495,Venezuela,"[X], who was from [Y].",0,1,53
"Hallaca, from",Venezuela,Hallaca,country of origin,P495,Venezuela,"[X], from [Y].",0,1,53
"PKNA, formulated in",Italy,PKNA,country of origin,P495,Italy,"[X], formulated in [Y].",0,1,45001
PKNA was from,Italy,PKNA,country of origin,P495,Italy,[X] was from [Y].,0,1,45001
PKNA was developed in,Italy,PKNA,country of origin,P495,Italy,[X] was developed in [Y].,0,1,45001
"Exocet, that was created in",France,Exocet,country of origin,P495,France,"[X], that was created in [Y].",0,2,28572
"Exocet, who was from",France,Exocet,country of origin,P495,France,"[X], who was from [Y].",0,2,28572
"Rififi, that was created in",France,Rififi,country of origin,P495,France,"[X], that was created in [Y].",0,2,28572
Rififi was formulated in,France,Rififi,country of origin,P495,France,[X] was formulated in [Y].,0,2,28572
"Miral, that was created in",France,Miral,country of origin,P495,France,"[X], that was created in [Y].",0,1,28572
Saaransh was developed in,India,Saaransh,country of origin,P495,India,[X] was developed in [Y].,0,3,21569
"Dagsrevyen, who was from",Norway,Dagsrevyen,country of origin,P495,Norway,"[X], who was from [Y].",0,4,21991
"Dagsrevyen, from",Norway,Dagsrevyen,country of origin,P495,Norway,"[X], from [Y].",0,4,21991
"Hibernatus, that was created in",France,Hibernatus,country of origin,P495,France,"[X], that was created in [Y].",0,3,28572
"Hibernatus, that was formed in",France,Hibernatus,country of origin,P495,France,"[X], that was formed in [Y].",0,3,28572
Hibernatus was from,France,Hibernatus,country of origin,P495,France,[X] was from [Y].,0,3,28572
"Hibernatus, who was from",France,Hibernatus,country of origin,P495,France,"[X], who was from [Y].",0,3,28572
"Falter, who was from",Austria,Falter,country of origin,P495,Austria,"[X], who was from [Y].",0,1,15160
"Falter, from",Austria,Falter,country of origin,P495,Austria,"[X], from [Y].",0,1,15160
"Falter, that was developed in",Austria,Falter,country of origin,P495,Austria,"[X], that was developed in [Y].",0,1,15160
Falter was developed in,Austria,Falter,country of origin,P495,Austria,[X] was developed in [Y].,0,1,15160
Velayudham was created in,India,Velayudham,country of origin,P495,India,[X] was created in [Y].,0,3,21569
"Panforte, that was created in",Italy,Panforte,country of origin,P495,Italy,"[X], that was created in [Y].",0,2,45001
Panforte was formulated in,Italy,Panforte,country of origin,P495,Italy,[X] was formulated in [Y].,0,2,45001
"Panforte, formulated in",Italy,Panforte,country of origin,P495,Italy,"[X], formulated in [Y].",0,2,45001
"Panforte, that was formulated in",Italy,Panforte,country of origin,P495,Italy,"[X], that was formulated in [Y].",0,2,45001
Panforte was from,Italy,Panforte,country of origin,P495,Italy,[X] was from [Y].,0,2,45001
"Panforte, who was from",Italy,Panforte,country of origin,P495,Italy,"[X], who was from [Y].",0,2,45001
"Panforte, from",Italy,Panforte,country of origin,P495,Italy,"[X], from [Y].",0,2,45001
"Panforte, that was developed in",Italy,Panforte,country of origin,P495,Italy,"[X], that was developed in [Y].",0,2,45001
Panforte was developed in,Italy,Panforte,country of origin,P495,Italy,[X] was developed in [Y].,0,2,45001
"Panforte, developed in",Italy,Panforte,country of origin,P495,Italy,"[X], developed in [Y].",0,2,45001
"Imarti, that was created in",India,Imarti,country of origin,P495,India,"[X], that was created in [Y].",0,2,21569
"Arbeideren, that was created in",Norway,Arbeideren,country of origin,P495,Norway,"[X], that was created in [Y].",0,3,21991
"Arbeideren, that was formed in",Norway,Arbeideren,country of origin,P495,Norway,"[X], that was formed in [Y].",0,3,21991
