question,true answer,false answer,answer start idx,true answer log prob,false answer log prob,is hallucination
who established the idea that microorganisms play a role in disease,Robert Koch,Charles Darwin,15,-10.717869758605957,-7.8020172119140625,1
where was the rise of the planet of the apes filmed,"Oahu, Hawaii","Tokyo, Japan",14,-10.8649320602417,-8.69968318939209,1
who wrote the song balls to the wall,Deaffy,The Rolling Stones,11,-10.823878288269043,-10.189701080322266,1
who plays the girl in wreck it ralph,Stefanie Scott,Anne Hathaway,12,-10.892208099365234,-15.17920970916748,0
what was the purpose of a revival meeting during the second great awakening,evangelizing,To promote political campaigns,16,-14.270265579223633,-11.540214538574219,1
when did krakow become the capital of poland,1038,1600,14,-10.123111724853516,-10.498305320739746,0
where do the neutrons come from in nuclear fission,Startup neutron source,Neutrons are produced by the decay of uranium atoms.,14,-9.885385513305664,-11.298826217651367,0
glycogen and amylopectin are long chains of which simple sugar(s),glucose,Glucose and fructose.,20,-7.495915412902832,-11.189992904663086,0
who is the actress that plays penny on the big bang theory,Kaley Christine Cuoco,Jennifer Aniston.,15,-15.133148193359375,-14.187967300415039,1
what was one reason south carolina gave for its decision to secede from the union,to preserve slavery,Economic disagreements with the North.,21,-10.34443473815918,-10.133659362792969,1
what is the main religion in british columbia,Protestant,Hinduism.,15,-6.205259323120117,-9.760566711425781,0
where is wake forest located in north carolina,78.51889°W,"Near the coast, east of Raleigh.",12,-9.871370315551758,-8.705848693847656,1
what is a real world application of an atwood machine,An elevator with a counterbalance,Measuring the speed of elevators.,14,-8.812540054321289,-11.96621322631836,0
who started the tradition of coloring easter eggs,early Christians of Mesopotamia,Queen Elizabeth I.,12,-12.499340057373047,-7.565887928009033,1
who is the most selling music artist of all time,The Beatles,Frank Sinatra.,13,-8.582561492919922,-14.753110885620117,0
who plays stacey's mum in gavin and stacey,Melanie Walters,Julia Roberts.,15,-12.127571105957031,-11.057520866394043,1
who sings love me tender in princess diaries 2,Norah Jones,Celine Dion.,13,-16.78900146484375,-12.273557662963867,1
what is the term for circular movement around a central point,angular rotation,Centrifugation.,14,-8.295414924621582,-13.786356925964355,0
who was the first to say i'm going to disney world,Jeana Yeager,Walt Disney.,16,-12.245623588562012,-7.710910320281982,1
who is considered as architect of india constitution,B. R. Ambedkar,Mahatma Gandhi.,12,-14.240013122558594,-11.852659225463867,1
who was the girl that played cindy lou who,Taylor Michel Momsen,Emma Watson.,14,-10.719375610351562,-9.655733108520508,1
who is the winner of bigg boss kannada season,Chandan Shetty,Rajesh Kumar.,15,-13.566144943237305,-8.137020111083984,1
where is the new stadium being built in las vegas,"Paradise, Nevada",Near the Las Vegas Strip.,14,-7.637292385101318,-9.311544418334961,0
where in the bible can i find the lord's prayer,the Gospel of Matthew,Genesis 1:1.,14,-9.164182662963867,-9.742640495300293,0
where did they live in sex and the city,New York City,Los Angeles.,12,-8.930122375488281,-10.123152732849121,0
who are the artists in the traveling wilburys,Roy Orbison,"Bob Dylan, Paul McCartney, and Mick Jagger.",13,-16.533401489257812,-11.385706901550293,1
who played violet in a series of unfortunate events netflix,Malina Weissman,Emma Stone.,14,-10.264612197875977,-11.477633476257324,0
who sang the theme song to step by step,Jesse Frederick James Conaway,Whitney Houston.,12,-10.53155517578125,-9.512006759643555,1
what was the tower of london originally used for,a royal residence,A royal residence.,13,-9.081966400146484,-9.43775749206543,0
who dies in the beginning of deathly hallows part 1,Mad-Eye Moody,Albus Dumbledore.,15,-12.584819793701172,-11.219099044799805,1
how many tornado planes does the uk have,138,150.,12,-12.739843368530273,-10.013205528259277,1
who designed the traffic circle in long beach ca,German engineer Werner Ruchti,Frank Lloyd Wright.,12,-9.920515060424805,-10.922391891479492,0
who plays carrie's boss on king of queens,Doug Pruzan,Tom Hanks.,13,-15.258602142333984,-11.514243125915527,1
when did computer become widespread in homes and schools,1980s,Late 1980s.,12,-9.976692199707031,-10.366254806518555,0
when did the age of new media began,the 1980s,Early 2000s.,11,-10.170997619628906,-10.537601470947266,0
when does agents of shield season five start,"December 1, 2017",January 2018.,11,-9.54739761352539,-10.343878746032715,0
where does the thames river begin and end,Lighthouse Cove,Begins in the Swiss Alps and ends in the North Sea.,12,-9.420780181884766,-9.805551528930664,0
where did the term 'robot' come from,Czech,"From a Greek word meaning ""worker.""",13,-7.909122467041016,-10.367481231689453,0
who was on the first season of dwts,Joey McIntyre,Britney Spears.,12,-16.137603759765625,-10.220146179199219,1
who sings i feel love with the blue man group,Annette Strean,Lady Gaga.,13,-13.833088874816895,-9.11923599243164,1
where is the ucla usc game being played,UCLA,Madison Square Garden.,14,-6.9555768966674805,-9.091262817382812,0
who sings i just want to use your love tonight,English rock band the Outfield,Michael Jackson.,13,-8.836061477661133,-8.487699508666992,1
when does planet of the apes come out 2017,"July 14, 2017",August 2017.,12,-9.91739273071289,-9.615411758422852,1
where are they playing the superbowl at this year,"Minneapolis, Minnesota",New York City.,13,-7.193123817443848,-9.388494491577148,0
who starred in the movie summer of 42,Oliver Conant,Tom Cruise.,11,-12.345491409301758,-8.816157341003418,1
who plays the voice of johnny in sing,Taron Egerton,Brad Pitt.,12,-16.56727409362793,-10.017192840576172,1
who is the owner of phoenix mall in chennai,Sharyans Resources,Mukesh Ambani.,15,-10.940275192260742,-13.252551078796387,0
who was the greatest pool player of all time,Efren Manalang Reyes,Jackie Gleason.,12,-10.592608451843262,-15.73334789276123,0
what states were most affected by the dust bowl,Iowa,Florida and Texas.,12,-7.448060989379883,-8.181062698364258,0
how many episodes are in season 7 of pretty little liars,20,25 episodes.,15,-9.69683837890625,-10.171756744384766,0
a type of basic rock popular in the 1980s,alternative rock,Glam rock.,13,-7.415785789489746,-9.438762664794922,0
how are leaders of the two parties in congress chosen,Senate Republican Conference,By popular vote among party members.,13,-8.882024765014648,-9.48432731628418,0
itai-itai disease was a form of poisoning associated with ingestion of,cadmium,Lead.,18,-15.77393913269043,-9.086044311523438,1
what was the code name of the us program to develop an atomic bomb,Manhattan,Project Mercury.,17,-8.784263610839844,-9.295745849609375,0
what is the real name of our sun,The Sun,Helios.,11,-8.955467224121094,-12.214106559753418,0
who sang the song oh what a lonely boy,Andrew Gold,David Bowie.,12,-10.139537811279297,-9.12048625946045,1
in the dynastic cycle what is the right to rule called,the Mandate of Heaven,Celestial Mandate,15,-12.423696517944336,-13.679107666015625,0
when was the problem of cfc's discovered,late 1970s,1985,12,-9.366569519042969,-10.634198188781738,0
which president of the united states was a boy scout,Gerald Ford,Theodore Roosevelt,13,-8.29470443725586,-8.54410457611084,0
who won the 2017 sports personality of the year,Mo Farah,Cristiano Ronaldo,12,-12.555262565612793,-11.89704418182373,1
the first significant restriction on free immigration in u.s. history was the,Naturalization Act of 1790,European Immigration Act of 1882,18,-15.4448881149292,-11.65587043762207,1
who plays young voldemort in the half blood prince,Hero Beauregard Fiennes-Tiffin,Daniel Radcliffe,13,-13.710238456726074,-16.84593963623047,0
when was the last time mount etna exploded,July–October 2012,2015,12,-12.759513854980469,-8.320194244384766,1
where does some like it hot take place,Chicago,"Miami, Florida",11,-6.56280517578125,-7.514408111572266,0
when did dragon ball z air in australia,Fall 1998,1998,13,-10.42637825012207,-9.667726516723633,1
describe the various uses of forests to human beings,a source of lumber,"Housing, fuel, and transportation",12,-8.486104965209961,-8.144610404968262,1
how many episodes in my name is earl season 4,27,25 episodes,14,-9.803874969482422,-9.598249435424805,1
where did maria work in west side story,the dress shop,A bakery,12,-7.622860908508301,-8.604568481445312,0
an influential religion to enter china along the silk route during the han dynasty was,Buddhism,Zoroastrianism,20,-7.224959850311279,-13.207273483276367,0
where does the last name andersen originate from,Danish,Germany,12,-8.735698699951172,-7.6781768798828125,1
where will the next summer and winter olympics be held,Beijing,Paris and Vancouver,15,-6.022615432739258,-7.6386871337890625,0
who played mr. kincaid on the partridge family,David Joseph Madden,David Cassidy,16,-9.380252838134766,-7.997613906860352,1
when did they stop making pull tabs on beer cans,1990,1995,13,-11.511407852172852,-10.604303359985352,1
who sings i wanna rock'n'roll all night,Kiss,Bon Jovi,14,-7.000036239624023,-12.717245101928711,0
who scored fastest 10000 runs in test cricket,Alastair Cook,Brian Lara,11,-14.792174339294434,-10.651954650878906,1
who presides over the joint sessions of parliament,President,The Vice President,12,-6.963186740875244,-9.056578636169434,0
cast of the have and have nots play,Tony Hightower as Frank,"Tyler Perry, Tika Sumpter, Crystal Fox",12,-11.27215576171875,-12.607963562011719,0
who starred in the movie on golden pond,William Lanteau,Meryl Streep and Jack Nicholson,11,-11.151494979858398,-13.348271369934082,0
what is the salary of us secretary of state,"$205,700","$250,000 per year",12,-13.00790786743164,-10.992265701293945,1
latest series of keeping up with the kardashians,14,Season 18,14,-9.251540184020996,-10.052850723266602,0
the mughal garden of rashtrapati bhavan is modelled on which garden,the Persian gardens,Shalimar Gardens,21,-7.829083442687988,-12.252955436706543,0
when was to god be the glory written,around 1872,1875,11,-11.228462219238281,-10.453679084777832,1
when was the cat and mouse act introduced,1913,1912,11,-11.711003303527832,-11.87828254699707,0
who sang i dig rock and roll music,"Peter, Paul and Mary",The Mamas & The Papas,11,-10.282694816589355,-13.442136764526367,0
who has been ranked no. 1 in the latest football rankings announced by fifa,Germany,Brazil,19,-5.692839622497559,-6.4696364402771,0
explorer who led an early voyage to the coast of newfoundland,Jacques Cartier,Amerigo Vespucci,15,-12.859827041625977,-18.59482765197754,0
how many walker texas ranger seasons are there,Eight,10 seasons,13,-10.977021217346191,-8.621195793151855,1
where is the light between two oceans filmed,Australia,New Zealand,11,-6.948460102081299,-9.80125617980957,0
who played bubba in the heat of the night,Carlos Alan Autry Jr.,Sidney Poitier,13,-11.096790313720703,-13.9735107421875,0
who played sarah hedley in when the boat comes in,Rosalind Bailey,Susan Jameson,15,-12.897102355957031,-8.901501655578613,1
who played the beast in the movie beauty and the beast,Dan Stevens,Brad Pitt,14,-12.058770179748535,-10.552708625793457,1
when did the us cut off trade with cuba,1961,1962,13,-9.701977729797363,-10.045355796813965,0
where does stevia in the raw come from,South America,Brazil,13,-10.124359130859375,-8.172183990478516,1
how many jimmy johns are there in the us,"more than 2,500","3,000",15,-10.222407341003418,-8.853275299072266,1
who played the music producer in pitch perfect 2,Keegan-Michael Key,Snoop Dogg,12,-14.704485893249512,-12.801275253295898,1
which layer of the meninges is connected to the brain,pia mater,Arachnoid mater,14,-10.767683982849121,-13.083971977233887,0
who has the most ncaa basketball tournament appearances,Kentucky,Duke University,13,-5.855799674987793,-6.577550888061523,0
when will the flash season 4 episode 14 coming out,"February 27, 2018","February 20, 2018",13,-9.547327995300293,-8.932869911193848,1
mainland greece is a body of land with water on three sides called,peninsula,A peninsula,18,-6.539323329925537,-9.182390213012695,0
what type of legal system is used in the uk,Scots law,Civil law system,14,-9.73179817199707,-7.5421600341796875,1
